naam,buis,filt,x,y,lat,lon,surface_level,bkf,okf,uuid_hand,uuid_diver
KLOOS-BOS-14002,KLOOS-BOS-14,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-15001,KLOOS-BOS-15,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-15002,KLOOS-BOS-15,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-16001,KLOOS-BOS-16,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-16002,KLOOS-BOS-16,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-17001,KLOOS-BOS-17,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-17002,KLOOS-BOS-17,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-18001,KLOOS-BOS-18,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-18002,KLOOS-BOS-18,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-19001,KLOOS-BOS-19,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-19002,KLOOS-BOS-19,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-2001,KLOOS-BOS-2,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-2002,KLOOS-BOS-2,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-20001,KLOOS-BOS-20,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-20002,KLOOS-BOS-20,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-3001,KLOOS-BOS-3,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-3002,KLOOS-BOS-3,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-4001,KLOOS-BOS-4,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-4002,KLOOS-BOS-4,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-5001,KLOOS-BOS-5,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-5002,KLOOS-BOS-5,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-6001,KLOOS-BOS-6,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-6002,KLOOS-BOS-6,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-7001,KLOOS-BOS-7,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-7002,KLOOS-BOS-7,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-8001,KLOOS-BOS-8,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-8002,KLOOS-BOS-8,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-9001,KLOOS-BOS-9,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOS-BOS-9002,KLOOS-BOS-9,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-1001,KLOOST-1,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-10001,KLOOST-10,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-11001,KLOOST-11,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-12001,KLOOST-12,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-13001,KLOOST-13,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-14001,KLOOST-14,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-15001,KLOOST-15,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-2001,KLOOST-2,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-3001,KLOOST-3,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-4001,KLOOST-4,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-5001,KLOOST-5,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-6001,KLOOST-6,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-7001,KLOOST-7,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-8001,KLOOST-8,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KLOOST-9001,KLOOST-9,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B11D001,KOLFF-B11D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B11O001,KOLFF-B11O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B12D001,KOLFF-B12D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B12O001,KOLFF-B12O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B13D001,KOLFF-B13D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B13O001,KOLFF-B13O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B14D001,KOLFF-B14D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B14O001,KOLFF-B14O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B15D001,KOLFF-B15D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B15O001,KOLFF-B15O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B16D001,KOLFF-B16D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B16O001,KOLFF-B16O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B17D001,KOLFF-B17D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B17O001,KOLFF-B17O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B18D001,KOLFF-B18D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B18O001,KOLFF-B18O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B19D001,KOLFF-B19D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B19O001,KOLFF-B19O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B20D001,KOLFF-B20D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B20O001,KOLFF-B20O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B21D001,KOLFF-B21D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B21O001,KOLFF-B21O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B22D001,KOLFF-B22D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B22O001,KOLFF-B22O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B23D001,KOLFF-B23D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B23O001,KOLFF-B23O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B24D001,KOLFF-B24D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B24O001,KOLFF-B24O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B25D001,KOLFF-B25D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B25O001,KOLFF-B25O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B26D001,KOLFF-B26D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B26O001,KOLFF-B26O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B27D001,KOLFF-B27D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B27O001,KOLFF-B27O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B28D001,KOLFF-B28D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B28O001,KOLFF-B28O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B29D001,KOLFF-B29D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B29O001,KOLFF-B29O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B30D001,KOLFF-B30D,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-B30O001,KOLFF-B30O,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-OPP-P1001,KOLFF-OPP-P1,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-OPP-P2001,KOLFF-OPP-P2,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-OPP-P3001,KOLFF-OPP-P3,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
KOLFF-OPP-P4001,KOLFF-OPP-P4,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LA-RUWPS1001,LA-RUWPS1,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LAWP001000,LAWP001,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LAWP004001,LAWP004,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LAWP004006,LAWP004,6,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-43.62,-44.62,,
LAWP004005,LAWP004,5,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-26.91,-27.91,,
LAWP004004,LAWP004,4,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-16.69,-17.69,,
LAWP004003,LAWP004,3,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-9.66,-10.66,,
LAWP004002,LAWP004,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-2.58,-3.58,,
LAWP024000,LAWP024,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LAWP025000,LAWP025,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LAWP026000,LAWP026,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LAWP030000,LAWP030,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LAWP031001,LAWP031,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-31.89,-35.89,,
LAWP040000,LAWP040,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LAWP041000,LAWP041,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LAWP060001,LAWP060,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-2.0,-3.0,,
LAWP061001,LAWP061,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-1.2,-2.2,,
LAWP062001,LAWP062,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-4.0,-5.0,,
LAWP063001,LAWP063,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-2.75,-3.75,,
LE-F01-RUW001,LE-F01-RUW,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LE-F02-RUW001,LE-F02-RUW,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LIWP049000,LIWP049,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LIWP062001,LIWP062,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOCH-VEENP1000,LOCH-VEENP1,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOCH-VEENP1001,LOCH-VEENP1,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOCH-VEENP1002,LOCH-VEENP1,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOCH-VEENP1003,LOCH-VEENP1,3,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOCH-VEENP1004,LOCH-VEENP1,4,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOCHEM-1001,LOCHEM-1,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOCHEM-1002,LOCHEM-1,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOCHEM-1003,LOCHEM-1,3,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP002000,LOWP002,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP004000,LOWP004,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP006000,LOWP006,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP007000,LOWP007,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP008000,LOWP008,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP009000,LOWP009,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP010000,LOWP010,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP012000,LOWP012,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP013000,LOWP013,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP014000,LOWP014,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP015000,LOWP015,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP017000,LOWP017,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP018000,LOWP018,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP019000,LOWP019,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP022000,LOWP022,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP026000,LOWP026,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LOWP027000,LOWP027,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
LPWP004002,LPWP004,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,-0.7,-83.0,-84.0,,
LPWP004001,LPWP004,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,-0.7,-23.0,-24.0,,
LVWP001000,LVWP001,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
M18-6001,M18-6,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-1.7,-2.7,,
MEWP501001,MEWP501,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.88,-102.5,-116.5,,
MEWP502001,MEWP502,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-100.3,-118.5,,
MEWP502002,MEWP502,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-105.9,-106.9,,
MEWP503001,MEWP503,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-93.5,-111.5,,
MEWP503002,MEWP503,2,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-92.0,-93.0,,
MOWP006000,MOWP006,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-1.48,-1.48,,
MOWP008000,MOWP008,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-2.3,-2.3,,
NY96P35001,NY96P35,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-9.4,-10.4,,
O-OPP-V8001,O-OPP-V8,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,-1.0,,
RH-RUW2-OUD001,RH-RUW2-OUD,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
SDWP010000,SDWP010,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
SDWP026000,SDWP026,0,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,,,,
SDWP066001,SDWP066,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,8.32,-5.5,-7.5,,
SLUIS001,SLUIS,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,1.79,-5.21,-6.21,,
SOWP501001,SOWP501,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,3.41,-64.75,-96.75,,
SOWP503001,SOWP503,1,-1.4665420167148113e-05,-0.00010837893933057785,47.97476588287572,3.3135576333212353,0.0,-71.0,-91.0,,
